,Year, Total
4288,2012-09-28,6.58
4289,2012-09-29,6.58
4290,2012-09-30,6.58
4291,2012-10-01,6.58
4292,2012-10-02,6.58
4293,2012-10-03,6.58
4294,2012-10-04,6.58
4295,2012-10-05,6.58
4296,2012-10-06,6.58
4297,2012-10-07,6.58
4298,2012-10-08,6.58
4299,2012-10-09,6.58
4300,2012-10-10,6.58
4301,2012-10-11,6.58
4302,2012-10-12,6.58
4303,2012-10-13,6.58
4304,2012-10-14,6.58
4305,2012-10-15,6.58
4306,2012-10-16,6.58
4307,2012-10-17,6.58
4308,2012-10-18,6.58
4309,2012-10-19,6.58
4310,2012-10-20,6.58
4311,2012-10-21,6.58
4312,2012-10-22,6.58
4313,2012-10-23,6.58
4314,2012-10-24,6.58
4315,2012-10-25,6.58
4316,2012-10-26,6.58
4317,2012-10-27,6.58
4318,2012-10-28,6.58
4319,2012-10-29,6.58
4320,2012-10-30,6.58
4321,2012-10-31,6.58
4322,2012-11-01,6.58
4323,2012-11-02,6.58
4324,2012-11-03,6.58
4325,2012-11-04,6.58
4326,2012-11-05,6.58
4327,2012-11-06,6.58
4328,2012-11-07,6.58
4329,2012-11-08,6.58
4330,2012-11-09,6.58
4331,2012-11-10,6.58
4332,2012-11-11,6.58
4333,2012-11-12,6.58
4334,2012-11-13,6.58
4335,2012-11-14,6.58
4336,2012-11-15,6.58
4337,2012-11-16,6.58
4338,2012-11-17,6.58
4339,2012-11-18,6.58
4340,2012-11-19,6.58
4341,2012-11-20,6.58
4342,2012-11-21,6.58
4343,2012-11-22,6.58
4344,2012-11-23,6.58
4345,2012-11-24,6.58
4346,2012-11-25,6.58
4347,2012-11-26,6.58
4348,2012-11-27,6.58
4349,2012-11-28,6.58
4350,2012-11-29,6.58
4351,2012-11-30,6.58
4352,2012-12-01,6.58
4353,2012-12-02,6.58
4354,2012-12-03,6.58
4355,2012-12-04,6.58
4356,2012-12-05,6.58
4357,2012-12-06,6.58
4358,2012-12-07,6.58
4359,2012-12-08,6.58
4360,2012-12-09,6.58
4361,2012-12-10,6.58
4362,2012-12-11,6.58
4363,2012-12-12,6.58
4364,2012-12-13,6.58
4365,2012-12-14,6.58
4366,2012-12-15,6.58
4367,2012-12-16,6.58
4368,2012-12-17,6.58
4369,2012-12-18,6.58
4370,2012-12-19,6.58
4371,2012-12-20,6.58
4372,2012-12-21,6.58
4373,2012-12-22,6.58
4374,2012-12-23,6.58
4375,2012-12-24,6.58
4376,2012-12-25,6.58
4377,2012-12-26,6.58
4378,2012-12-27,6.58
4379,2012-12-28,6.58
4380,2012-12-29,6.58
4381,2012-12-30,6.58
4382,2012-12-31,6.58
4383,2013-01-01,6.45
4384,2013-01-02,6.45
4385,2013-01-03,6.45
4386,2013-01-04,6.45
4387,2013-01-05,6.45
4388,2013-01-06,6.45
4389,2013-01-07,6.45
4390,2013-01-08,6.45
4391,2013-01-09,6.45
4392,2013-01-10,6.45
4393,2013-01-11,6.45
4394,2013-01-12,6.45
4395,2013-01-13,6.45
4396,2013-01-14,6.45
4397,2013-01-15,6.45
4398,2013-01-16,6.45
4399,2013-01-17,6.45
4400,2013-01-18,6.45
4401,2013-01-19,6.45
4402,2013-01-20,6.45
4403,2013-01-21,6.45
4404,2013-01-22,6.45
4405,2013-01-23,6.45
4406,2013-01-24,6.45
4407,2013-01-25,6.45
4408,2013-01-26,6.45
4409,2013-01-27,6.45
4410,2013-01-28,6.45
4411,2013-01-29,6.45
4412,2013-01-30,6.45
4413,2013-01-31,6.45
4414,2013-02-01,6.45
4415,2013-02-02,6.45
4416,2013-02-03,6.45
4417,2013-02-04,6.45
4418,2013-02-05,6.45
4419,2013-02-06,6.45
4420,2013-02-07,6.45
4421,2013-02-08,6.45
4422,2013-02-09,6.45
4423,2013-02-10,6.45
4424,2013-02-11,6.45
4425,2013-02-12,6.45
4426,2013-02-13,6.45
4427,2013-02-14,6.45
4428,2013-02-15,6.45
4429,2013-02-16,6.45
4430,2013-02-17,6.45
4431,2013-02-18,6.45
4432,2013-02-19,6.45
4433,2013-02-20,6.45
4434,2013-02-21,6.45
4435,2013-02-22,6.45
4436,2013-02-23,6.45
4437,2013-02-24,6.45
4438,2013-02-25,6.45
4439,2013-02-26,6.45
4440,2013-02-27,6.45
4441,2013-02-28,6.45
4442,2013-03-01,6.45
4443,2013-03-02,6.45
4444,2013-03-03,6.45
4445,2013-03-04,6.45
4446,2013-03-05,6.45
4447,2013-03-06,6.45
4448,2013-03-07,6.45
4449,2013-03-08,6.45
4450,2013-03-09,6.45
4451,2013-03-10,6.45
4452,2013-03-11,6.45
4453,2013-03-12,6.45
4454,2013-03-13,6.45
4455,2013-03-14,6.45
4456,2013-03-15,6.45
4457,2013-03-16,6.45
4458,2013-03-17,6.45
4459,2013-03-18,6.45
4460,2013-03-19,6.45
4461,2013-03-20,6.45
4462,2013-03-21,6.45
4463,2013-03-22,6.45
4464,2013-03-23,6.45
4465,2013-03-24,6.45
4466,2013-03-25,6.45
4467,2013-03-26,6.45
4468,2013-03-27,6.45
4469,2013-03-28,6.45
4470,2013-03-29,6.45
4471,2013-03-30,6.45
4472,2013-03-31,6.45
4473,2013-04-01,6.45
4474,2013-04-02,6.45
4475,2013-04-03,6.45
4476,2013-04-04,6.45
4477,2013-04-05,6.45
4478,2013-04-06,6.45
4479,2013-04-07,6.45
4480,2013-04-08,6.45
4481,2013-04-09,6.45
4482,2013-04-10,6.45
4483,2013-04-11,6.45
4484,2013-04-12,6.45
4485,2013-04-13,6.45
4486,2013-04-14,6.45
4487,2013-04-15,6.45
4488,2013-04-16,6.45
4489,2013-04-17,6.45
4490,2013-04-18,6.45
4491,2013-04-19,6.45
4492,2013-04-20,6.45
4493,2013-04-21,6.45
4494,2013-04-22,6.45
4495,2013-04-23,6.45
4496,2013-04-24,6.45
4497,2013-04-25,6.45
4498,2013-04-26,6.45
4499,2013-04-27,6.45
4500,2013-04-28,6.45
4501,2013-04-29,6.45
4502,2013-04-30,6.45
4503,2013-05-01,6.45
4504,2013-05-02,6.45
4505,2013-05-03,6.45
4506,2013-05-04,6.45
4507,2013-05-05,6.45
4508,2013-05-06,6.45
4509,2013-05-07,6.45
4510,2013-05-08,6.45
4511,2013-05-09,6.45
4512,2013-05-10,6.45
4513,2013-05-11,6.45
4514,2013-05-12,6.45
4515,2013-05-13,6.45
4516,2013-05-14,6.45
4517,2013-05-15,6.45
4518,2013-05-16,6.45
4519,2013-05-17,6.45
4520,2013-05-18,6.45
4521,2013-05-19,6.45
4522,2013-05-20,6.45
4523,2013-05-21,6.45
4524,2013-05-22,6.45
4525,2013-05-23,6.45
4526,2013-05-24,6.45
4527,2013-05-25,6.45
4528,2013-05-26,6.45
4529,2013-05-27,6.45
4530,2013-05-28,6.45
4531,2013-05-29,6.45
4532,2013-05-30,6.45
4533,2013-05-31,6.45
4534,2013-06-01,6.45
4535,2013-06-02,6.45
4536,2013-06-03,6.45
4537,2013-06-04,6.45
4538,2013-06-05,6.45
4539,2013-06-06,6.45
4540,2013-06-07,6.45
4541,2013-06-08,6.45
4542,2013-06-09,6.45
4543,2013-06-10,6.45
4544,2013-06-11,6.45
4545,2013-06-12,6.45
4546,2013-06-13,6.45
4547,2013-06-14,6.45
4548,2013-06-15,6.45
4549,2013-06-16,6.45
4550,2013-06-17,6.45
4551,2013-06-18,6.45
4552,2013-06-19,6.45
4553,2013-06-20,6.45
4554,2013-06-21,6.45
4555,2013-06-22,6.45
4556,2013-06-23,6.45
4557,2013-06-24,6.45
4558,2013-06-25,6.45
4559,2013-06-26,6.45
4560,2013-06-27,6.45
4561,2013-06-28,6.45
4562,2013-06-29,6.45
4563,2013-06-30,6.45
4564,2013-07-01,6.45
4565,2013-07-02,6.45
4566,2013-07-03,6.45
4567,2013-07-04,6.45
4568,2013-07-05,6.45
4569,2013-07-06,6.45
4570,2013-07-07,6.45
4571,2013-07-08,6.45
4572,2013-07-09,6.45
4573,2013-07-10,6.45
4574,2013-07-11,6.45
4575,2013-07-12,6.45
4576,2013-07-13,6.45
4577,2013-07-14,6.45
4578,2013-07-15,6.45
4579,2013-07-16,6.45
4580,2013-07-17,6.45
4581,2013-07-18,6.45
4582,2013-07-19,6.45
4583,2013-07-20,6.45
4584,2013-07-21,6.45
4585,2013-07-22,6.45
4586,2013-07-23,6.45
4587,2013-07-24,6.45
4588,2013-07-25,6.45
4589,2013-07-26,6.45
4590,2013-07-27,6.45
4591,2013-07-28,6.45
4592,2013-07-29,6.45
4593,2013-07-30,6.45
4594,2013-07-31,6.45
4595,2013-08-01,6.45
4596,2013-08-02,6.45
4597,2013-08-03,6.45
4598,2013-08-04,6.45
4599,2013-08-05,6.45
4600,2013-08-06,6.45
4601,2013-08-07,6.45
4602,2013-08-08,6.45
4603,2013-08-09,6.45
4604,2013-08-10,6.45
4605,2013-08-11,6.45
4606,2013-08-12,6.45
4607,2013-08-13,6.45
4608,2013-08-14,6.45
4609,2013-08-15,6.45
4610,2013-08-16,6.45
4611,2013-08-17,6.45
4612,2013-08-18,6.45
4613,2013-08-19,6.45
4614,2013-08-20,6.45
4615,2013-08-21,6.45
4616,2013-08-22,6.45
4617,2013-08-23,6.45
4618,2013-08-24,6.45
4619,2013-08-25,6.45
4620,2013-08-26,6.45
4621,2013-08-27,6.45
4622,2013-08-28,6.45
4623,2013-08-29,6.45
4624,2013-08-30,6.45
4625,2013-08-31,6.45
4626,2013-09-01,6.45
4627,2013-09-02,6.45
4628,2013-09-03,6.45
4629,2013-09-04,6.45
4630,2013-09-05,6.45
4631,2013-09-06,6.45
4632,2013-09-07,6.45
4633,2013-09-08,6.45
4634,2013-09-09,6.45
4635,2013-09-10,6.45
4636,2013-09-11,6.45
4637,2013-09-12,6.45
4638,2013-09-13,6.45
4639,2013-09-14,6.45
4640,2013-09-15,6.45
4641,2013-09-16,6.45
4642,2013-09-17,6.45
4643,2013-09-18,6.45
4644,2013-09-19,6.45
4645,2013-09-20,6.45
4646,2013-09-21,6.45
4647,2013-09-22,6.45
4648,2013-09-23,6.45
4649,2013-09-24,6.45
4650,2013-09-25,6.45
4651,2013-09-26,6.45
4652,2013-09-27,6.45
4653,2013-09-28,6.45
4654,2013-09-29,6.45
4655,2013-09-30,6.45
4656,2013-10-01,6.45
4657,2013-10-02,6.45
4658,2013-10-03,6.45
4659,2013-10-04,6.45
4660,2013-10-05,6.45
4661,2013-10-06,6.45
4662,2013-10-07,6.45
4663,2013-10-08,6.45
4664,2013-10-09,6.45
4665,2013-10-10,6.45
4666,2013-10-11,6.45
4667,2013-10-12,6.45
4668,2013-10-13,6.45
4669,2013-10-14,6.45
4670,2013-10-15,6.45
4671,2013-10-16,6.45
4672,2013-10-17,6.45
4673,2013-10-18,6.45
4674,2013-10-19,6.45
4675,2013-10-20,6.45
4676,2013-10-21,6.45
4677,2013-10-22,6.45
4678,2013-10-23,6.45
4679,2013-10-24,6.45
4680,2013-10-25,6.45
4681,2013-10-26,6.45
4682,2013-10-27,6.45
4683,2013-10-28,6.45
4684,2013-10-29,6.45
4685,2013-10-30,6.45
4686,2013-10-31,6.45
4687,2013-11-01,6.45
4688,2013-11-02,6.45
4689,2013-11-03,6.45
4690,2013-11-04,6.45
4691,2013-11-05,6.45
4692,2013-11-06,6.45
4693,2013-11-07,6.45
4694,2013-11-08,6.45
4695,2013-11-09,6.45
4696,2013-11-10,6.45
4697,2013-11-11,6.45
4698,2013-11-12,6.45
4699,2013-11-13,6.45
4700,2013-11-14,6.45
4701,2013-11-15,6.45
4702,2013-11-16,6.45
4703,2013-11-17,6.45
4704,2013-11-18,6.45
4705,2013-11-19,6.45
4706,2013-11-20,6.45
4707,2013-11-21,6.45
4708,2013-11-22,6.45
4709,2013-11-23,6.45
4710,2013-11-24,6.45
4711,2013-11-25,6.45
4712,2013-11-26,6.45
4713,2013-11-27,6.45
4714,2013-11-28,6.45
4715,2013-11-29,6.45
4716,2013-11-30,6.45
4717,2013-12-01,6.45
4718,2013-12-02,6.45
4719,2013-12-03,6.45
4720,2013-12-04,6.45
4721,2013-12-05,6.45
4722,2013-12-06,6.45
4723,2013-12-07,6.45
4724,2013-12-08,6.45
4725,2013-12-09,6.45
4726,2013-12-10,6.45
4727,2013-12-11,6.45
4728,2013-12-12,6.45
4729,2013-12-13,6.45
4730,2013-12-14,6.45
4731,2013-12-15,6.45
4732,2013-12-16,6.45
4733,2013-12-17,6.45
4734,2013-12-18,6.45
4735,2013-12-19,6.45
4736,2013-12-20,6.45
4737,2013-12-21,6.45
4738,2013-12-22,6.45
4739,2013-12-23,6.45
4740,2013-12-24,6.45
4741,2013-12-25,6.45
4742,2013-12-26,6.45
4743,2013-12-27,6.45
4744,2013-12-28,6.45
4745,2013-12-29,6.45
4746,2013-12-30,6.45
4747,2013-12-31,6.45
4748,2014-01-01,11.36
4749,2014-01-02,11.36
4750,2014-01-03,11.36
4751,2014-01-04,11.36
4752,2014-01-05,11.36
4753,2014-01-06,11.36
4754,2014-01-07,11.36
4755,2014-01-08,11.36
4756,2014-01-09,11.36
4757,2014-01-10,11.36
4758,2014-01-11,11.36
4759,2014-01-12,11.36
4760,2014-01-13,11.36
4761,2014-01-14,11.36
4762,2014-01-15,11.36
4763,2014-01-16,11.36
4764,2014-01-17,11.36
4765,2014-01-18,11.36
4766,2014-01-19,11.36
4767,2014-01-20,11.36
4768,2014-01-21,11.36
4769,2014-01-22,11.36
4770,2014-01-23,11.36
4771,2014-01-24,11.36
4772,2014-01-25,11.36
4773,2014-01-26,11.36
4774,2014-01-27,11.36
4775,2014-01-28,11.36
4776,2014-01-29,11.36
4777,2014-01-30,11.36
4778,2014-01-31,11.36
4779,2014-02-01,11.36
4780,2014-02-02,11.36
4781,2014-02-03,11.36
4782,2014-02-04,11.36
4783,2014-02-05,11.36
4784,2014-02-06,11.36
4785,2014-02-07,11.36
4786,2014-02-08,11.36
4787,2014-02-09,11.36
4788,2014-02-10,11.36
4789,2014-02-11,11.36
4790,2014-02-12,11.36
4791,2014-02-13,11.36
4792,2014-02-14,11.36
4793,2014-02-15,11.36
4794,2014-02-16,11.36
4795,2014-02-17,11.36
4796,2014-02-18,11.36
4797,2014-02-19,11.36
4798,2014-02-20,11.36
4799,2014-02-21,11.36
4800,2014-02-22,11.36
4801,2014-02-23,11.36
4802,2014-02-24,11.36
4803,2014-02-25,11.36
4804,2014-02-26,11.36
4805,2014-02-27,11.36
4806,2014-02-28,11.36
4807,2014-03-01,11.36
4808,2014-03-02,11.36
4809,2014-03-03,11.36
4810,2014-03-04,11.36
4811,2014-03-05,11.36
4812,2014-03-06,11.36
4813,2014-03-07,11.36
4814,2014-03-08,11.36
4815,2014-03-09,11.36
4816,2014-03-10,11.36
4817,2014-03-11,11.36
4818,2014-03-12,11.36
4819,2014-03-13,11.36
4820,2014-03-14,11.36
4821,2014-03-15,11.36
4822,2014-03-16,11.36
4823,2014-03-17,11.36
4824,2014-03-18,11.36
4825,2014-03-19,11.36
4826,2014-03-20,11.36
4827,2014-03-21,11.36
4828,2014-03-22,11.36
4829,2014-03-23,11.36
4830,2014-03-24,11.36
4831,2014-03-25,11.36
4832,2014-03-26,11.36
4833,2014-03-27,11.36
4834,2014-03-28,11.36
4835,2014-03-29,11.36
4836,2014-03-30,11.36
4837,2014-03-31,11.36
4838,2014-04-01,11.36
4839,2014-04-02,11.36
4840,2014-04-03,11.36
4841,2014-04-04,11.36
4842,2014-04-05,11.36
4843,2014-04-06,11.36
4844,2014-04-07,11.36
4845,2014-04-08,11.36
4846,2014-04-09,11.36
4847,2014-04-10,11.36
4848,2014-04-11,11.36
4849,2014-04-12,11.36
4850,2014-04-13,11.36
4851,2014-04-14,11.36
4852,2014-04-15,11.36
4853,2014-04-16,11.36
4854,2014-04-17,11.36
4855,2014-04-18,11.36
4856,2014-04-19,11.36
4857,2014-04-20,11.36
4858,2014-04-21,11.36
4859,2014-04-22,11.36
4860,2014-04-23,11.36
4861,2014-04-24,11.36
4862,2014-04-25,11.36
4863,2014-04-26,11.36
4864,2014-04-27,11.36
4865,2014-04-28,11.36
4866,2014-04-29,11.36
4867,2014-04-30,11.36
4868,2014-05-01,11.36
4869,2014-05-02,11.36
4870,2014-05-03,11.36
4871,2014-05-04,11.36
4872,2014-05-05,11.36
4873,2014-05-06,11.36
4874,2014-05-07,11.36
4875,2014-05-08,11.36
4876,2014-05-09,11.36
4877,2014-05-10,11.36
4878,2014-05-11,11.36
4879,2014-05-12,11.36
4880,2014-05-13,11.36
4881,2014-05-14,11.36
4882,2014-05-15,11.36
4883,2014-05-16,11.36
4884,2014-05-17,11.36
4885,2014-05-18,11.36
4886,2014-05-19,11.36
4887,2014-05-20,11.36
4888,2014-05-21,11.36
4889,2014-05-22,11.36
4890,2014-05-23,11.36
4891,2014-05-24,11.36
4892,2014-05-25,11.36
4893,2014-05-26,11.36
4894,2014-05-27,11.36
4895,2014-05-28,11.36
4896,2014-05-29,11.36
4897,2014-05-30,11.36
4898,2014-05-31,11.36
4899,2014-06-01,11.36
4900,2014-06-02,11.36
4901,2014-06-03,11.36
4902,2014-06-04,11.36
4903,2014-06-05,11.36
4904,2014-06-06,11.36
4905,2014-06-07,11.36
4906,2014-06-08,11.36
4907,2014-06-09,11.36
4908,2014-06-10,11.36
4909,2014-06-11,11.36
4910,2014-06-12,11.36
4911,2014-06-13,11.36
4912,2014-06-14,11.36
4913,2014-06-15,11.36
4914,2014-06-16,11.36
4915,2014-06-17,11.36
4916,2014-06-18,11.36
4917,2014-06-19,11.36
4918,2014-06-20,11.36
4919,2014-06-21,11.36
4920,2014-06-22,11.36
4921,2014-06-23,11.36
4922,2014-06-24,11.36
4923,2014-06-25,11.36
4924,2014-06-26,11.36
4925,2014-06-27,11.36
4926,2014-06-28,11.36
4927,2014-06-29,11.36
4928,2014-06-30,11.36
4929,2014-07-01,11.36
4930,2014-07-02,11.36
4931,2014-07-03,11.36
4932,2014-07-04,11.36
4933,2014-07-05,11.36
4934,2014-07-06,11.36
4935,2014-07-07,11.36
4936,2014-07-08,11.36
4937,2014-07-09,11.36
4938,2014-07-10,11.36
4939,2014-07-11,11.36
4940,2014-07-12,11.36
4941,2014-07-13,11.36
4942,2014-07-14,11.36
4943,2014-07-15,11.36
4944,2014-07-16,11.36
4945,2014-07-17,11.36
4946,2014-07-18,11.36
4947,2014-07-19,11.36
4948,2014-07-20,11.36
4949,2014-07-21,11.36
4950,2014-07-22,11.36
4951,2014-07-23,11.36
4952,2014-07-24,11.36
4953,2014-07-25,11.36
4954,2014-07-26,11.36
4955,2014-07-27,11.36
4956,2014-07-28,11.36
4957,2014-07-29,11.36
4958,2014-07-30,11.36
4959,2014-07-31,11.36
4960,2014-08-01,11.36
4961,2014-08-02,11.36
4962,2014-08-03,11.36
4963,2014-08-04,11.36
4964,2014-08-05,11.36
4965,2014-08-06,11.36
4966,2014-08-07,11.36
4967,2014-08-08,11.36
4968,2014-08-09,11.36
4969,2014-08-10,11.36
4970,2014-08-11,11.36
4971,2014-08-12,11.36
4972,2014-08-13,11.36
4973,2014-08-14,11.36
4974,2014-08-15,11.36
4975,2014-08-16,11.36
4976,2014-08-17,11.36
4977,2014-08-18,11.36
4978,2014-08-19,11.36
4979,2014-08-20,11.36
4980,2014-08-21,11.36
4981,2014-08-22,11.36
4982,2014-08-23,11.36
4983,2014-08-24,11.36
4984,2014-08-25,11.36
4985,2014-08-26,11.36
4986,2014-08-27,11.36
4987,2014-08-28,11.36
4988,2014-08-29,11.36
4989,2014-08-30,11.36
4990,2014-08-31,11.36
4991,2014-09-01,11.36
4992,2014-09-02,11.36
4993,2014-09-03,11.36
4994,2014-09-04,11.36
4995,2014-09-05,11.36
4996,2014-09-06,11.36
4997,2014-09-07,11.36
4998,2014-09-08,11.36
4999,2014-09-09,11.36
5000,2014-09-10,11.36
5001,2014-09-11,11.36
5002,2014-09-12,11.36
5003,2014-09-13,11.36
5004,2014-09-14,11.36
5005,2014-09-15,11.36
5006,2014-09-16,11.36
5007,2014-09-17,11.36
5008,2014-09-18,11.36
5009,2014-09-19,11.36
5010,2014-09-20,11.36
5011,2014-09-21,11.36
5012,2014-09-22,11.36
5013,2014-09-23,11.36
5014,2014-09-24,11.36
5015,2014-09-25,11.36
5016,2014-09-26,11.36
5017,2014-09-27,11.36
5018,2014-09-28,11.36
5019,2014-09-29,11.36
5020,2014-09-30,11.36
5021,2014-10-01,11.36
5022,2014-10-02,11.36
5023,2014-10-03,11.36
5024,2014-10-04,11.36
5025,2014-10-05,11.36
5026,2014-10-06,11.36
5027,2014-10-07,11.36
5028,2014-10-08,11.36
5029,2014-10-09,11.36
5030,2014-10-10,11.36
5031,2014-10-11,11.36
5032,2014-10-12,11.36
5033,2014-10-13,11.36
5034,2014-10-14,11.36
5035,2014-10-15,11.36
5036,2014-10-16,11.36
5037,2014-10-17,11.36
5038,2014-10-18,11.36
5039,2014-10-19,11.36
5040,2014-10-20,11.36
5041,2014-10-21,11.36
5042,2014-10-22,11.36
5043,2014-10-23,11.36
5044,2014-10-24,11.36
5045,2014-10-25,11.36
5046,2014-10-26,11.36
5047,2014-10-27,11.36
5048,2014-10-28,11.36
5049,2014-10-29,11.36
5050,2014-10-30,11.36
5051,2014-10-31,11.36
5052,2014-11-01,11.36
5053,2014-11-02,11.36
5054,2014-11-03,11.36
5055,2014-11-04,11.36
5056,2014-11-05,11.36
5057,2014-11-06,11.36
5058,2014-11-07,11.36
5059,2014-11-08,11.36
5060,2014-11-09,11.36
5061,2014-11-10,11.36
5062,2014-11-11,11.36
5063,2014-11-12,11.36
5064,2014-11-13,11.36
5065,2014-11-14,11.36
5066,2014-11-15,11.36
5067,2014-11-16,11.36
5068,2014-11-17,11.36
5069,2014-11-18,11.36
5070,2014-11-19,11.36
5071,2014-11-20,11.36
5072,2014-11-21,11.36
5073,2014-11-22,11.36
5074,2014-11-23,11.36
5075,2014-11-24,11.36
5076,2014-11-25,11.36
5077,2014-11-26,11.36
5078,2014-11-27,11.36
5079,2014-11-28,11.36
5080,2014-11-29,11.36
5081,2014-11-30,11.36
5082,2014-12-01,11.36
5083,2014-12-02,11.36
5084,2014-12-03,11.36
5085,2014-12-04,11.36
5086,2014-12-05,11.36
5087,2014-12-06,11.36
5088,2014-12-07,11.36
5089,2014-12-08,11.36
5090,2014-12-09,11.36
5091,2014-12-10,11.36
5092,2014-12-11,11.36
5093,2014-12-12,11.36
5094,2014-12-13,11.36
5095,2014-12-14,11.36
5096,2014-12-15,11.36
5097,2014-12-16,11.36
5098,2014-12-17,11.36
5099,2014-12-18,11.36
5100,2014-12-19,11.36
5101,2014-12-20,11.36
5102,2014-12-21,11.36
5103,2014-12-22,11.36
5104,2014-12-23,11.36
5105,2014-12-24,11.36
5106,2014-12-25,11.36
5107,2014-12-26,11.36
5108,2014-12-27,11.36
5109,2014-12-28,11.36
5110,2014-12-29,11.36
5111,2014-12-30,11.36
5112,2014-12-31,11.36
5113,2015-01-01,12.91
5114,2015-01-02,12.91
5115,2015-01-03,12.91
5116,2015-01-04,12.91
5117,2015-01-05,12.91
5118,2015-01-06,12.91
5119,2015-01-07,12.91
5120,2015-01-08,12.91
5121,2015-01-09,12.91
5122,2015-01-10,12.91
5123,2015-01-11,12.91
5124,2015-01-12,12.91
5125,2015-01-13,12.91
5126,2015-01-14,12.91
5127,2015-01-15,12.91
5128,2015-01-16,12.91
5129,2015-01-17,12.91
5130,2015-01-18,12.91
5131,2015-01-19,12.91
5132,2015-01-20,12.91
5133,2015-01-21,12.91
5134,2015-01-22,12.91
5135,2015-01-23,12.91
5136,2015-01-24,12.91
5137,2015-01-25,12.91
5138,2015-01-26,12.91
5139,2015-01-27,12.91
5140,2015-01-28,12.91
5141,2015-01-29,12.91
5142,2015-01-30,12.91
5143,2015-01-31,12.91
5144,2015-02-01,12.91
5145,2015-02-02,12.91
5146,2015-02-03,12.91
5147,2015-02-04,12.91
5148,2015-02-05,12.91
5149,2015-02-06,12.91
5150,2015-02-07,12.91
5151,2015-02-08,12.91
5152,2015-02-09,12.91
5153,2015-02-10,12.91
5154,2015-02-11,12.91
5155,2015-02-12,12.91
5156,2015-02-13,12.91
5157,2015-02-14,12.91
5158,2015-02-15,12.91
5159,2015-02-16,12.91
5160,2015-02-17,12.91
5161,2015-02-18,12.91
5162,2015-02-19,12.91
5163,2015-02-20,12.91
5164,2015-02-21,12.91
5165,2015-02-22,12.91
5166,2015-02-23,12.91
5167,2015-02-24,12.91
5168,2015-02-25,12.91
5169,2015-02-26,12.91
5170,2015-02-27,12.91
5171,2015-02-28,12.91
5172,2015-03-01,12.91
5173,2015-03-02,12.91
5174,2015-03-03,12.91
5175,2015-03-04,12.91
5176,2015-03-05,12.91
5177,2015-03-06,12.91
5178,2015-03-07,12.91
5179,2015-03-08,12.91
5180,2015-03-09,12.91
5181,2015-03-10,12.91
5182,2015-03-11,12.91
5183,2015-03-12,12.91
5184,2015-03-13,12.91
5185,2015-03-14,12.91
5186,2015-03-15,12.91
5187,2015-03-16,12.91
5188,2015-03-17,12.91
5189,2015-03-18,12.91
5190,2015-03-19,12.91
5191,2015-03-20,12.91
5192,2015-03-21,12.91
5193,2015-03-22,12.91
5194,2015-03-23,12.91
5195,2015-03-24,12.91
5196,2015-03-25,12.91
5197,2015-03-26,12.91
5198,2015-03-27,12.91
5199,2015-03-28,12.91
5200,2015-03-29,12.91
5201,2015-03-30,12.91
5202,2015-03-31,12.91
5203,2015-04-01,12.91
5204,2015-04-02,12.91
5205,2015-04-03,12.91
5206,2015-04-04,12.91
5207,2015-04-05,12.91
5208,2015-04-06,12.91
5209,2015-04-07,12.91
5210,2015-04-08,12.91
5211,2015-04-09,12.91
5212,2015-04-10,12.91
5213,2015-04-11,12.91
5214,2015-04-12,12.91
5215,2015-04-13,12.91
5216,2015-04-14,12.91
5217,2015-04-15,12.91
5218,2015-04-16,12.91
5219,2015-04-17,12.91
5220,2015-04-18,12.91
5221,2015-04-19,12.91
5222,2015-04-20,12.91
5223,2015-04-21,12.91
5224,2015-04-22,12.91
5225,2015-04-23,12.91
5226,2015-04-24,12.91
5227,2015-04-25,12.91
5228,2015-04-26,12.91
5229,2015-04-27,12.91
5230,2015-04-28,12.91
5231,2015-04-29,12.91
5232,2015-04-30,12.91
5233,2015-05-01,12.91
5234,2015-05-02,12.91
5235,2015-05-03,12.91
5236,2015-05-04,12.91
5237,2015-05-05,12.91
5238,2015-05-06,12.91
5239,2015-05-07,12.91
5240,2015-05-08,12.91
5241,2015-05-09,12.91
5242,2015-05-10,12.91
5243,2015-05-11,12.91
5244,2015-05-12,12.91
5245,2015-05-13,12.91
5246,2015-05-14,12.91
5247,2015-05-15,12.91
5248,2015-05-16,12.91
5249,2015-05-17,12.91
5250,2015-05-18,12.91
5251,2015-05-19,12.91
5252,2015-05-20,12.91
5253,2015-05-21,12.91
5254,2015-05-22,12.91
5255,2015-05-23,12.91
5256,2015-05-24,12.91
5257,2015-05-25,12.91
5258,2015-05-26,12.91
5259,2015-05-27,12.91
5260,2015-05-28,12.91
5261,2015-05-29,12.91
5262,2015-05-30,12.91
5263,2015-05-31,12.91
5264,2015-06-01,12.91
5265,2015-06-02,12.91
5266,2015-06-03,12.91
5267,2015-06-04,12.91
5268,2015-06-05,12.91
5269,2015-06-06,12.91
5270,2015-06-07,12.91
5271,2015-06-08,12.91
5272,2015-06-09,12.91
5273,2015-06-10,12.91
5274,2015-06-11,12.91
5275,2015-06-12,12.91
5276,2015-06-13,12.91
5277,2015-06-14,12.91
5278,2015-06-15,12.91
5279,2015-06-16,12.91
5280,2015-06-17,12.91
5281,2015-06-18,12.91
5282,2015-06-19,12.91
5283,2015-06-20,12.91
5284,2015-06-21,12.91
5285,2015-06-22,12.91
5286,2015-06-23,12.91
